"Year","Entity Type","Entity Group","Entity Name","Department / Subdivision","Position","Elected Official","Judicial","Other Positions","Min Classification Salary","Max Classification Salary","Reported Base Wage","Regular Pay","Overtime Pay","Lump-Sum Pay","Other Pay","Total Wages","Defined Benefit Plan","Employees Retirement Cost Covered","Deferred Compensation Plan","Health Dental Vision","Total Retirement and Health Cost","Pension Formula","Entity URL","Entity Population","Last Updated"
"2012","City","","Adelanto","Animal Control","Animal Control Officer","","","","31935","35943","","32495","5961","0","0","38456","0","4255","0","10800","15055","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Animal Control","Animal Control Supervisor","","","","48670","54779","","52269","10622","0","7295","70186","0","6923","0","3505","10428","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Clerk","Admin Assistant","","","","23020","25909","","9551","0","0","0","9551","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Clerk","Admin Assistant II","","","","26328","29632","","28093","0","0","650","28743","0","2717","0","2492","5209","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Clerk","Assistant To City Clerk","","","","34607","38951","","32746","0","0","0","32746","0","4819","0","10800","15619","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Clerk","City Clerk","","","","57330","101850","","90080","0","10259","10800","111139","0","11770","0","0","11770","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Clerk","Prov Admin Assistant  I","","","","23020","25909","","13709","0","0","0","13709","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Clerk","Prov Admin Assistant II","","","","26328","29632","","10795","116","0","0","10911","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Clerk","Prov Admin Assistant II","","","","26328","29632","","1611","0","0","0","1611","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Council","Council Member","","","","0","6132","","6132","0","0","10800","16932","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Council","Council Member","","","","0","6132","","6132","0","0","10129","16261","0","0","0","671","671","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Council","Council Member","","","","0","6132","","6132","0","0","8793","14925","0","0","0","2007","2007","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Council","Council Member","","","","0","6132","","6132","0","0","9396","15528","0","0","0","1404","1404","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Council","Council Member","","","","0","6132","","506","0","0","900","1406","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Council","Mayor","","","","0","7920","","7320","0","0","10243","17563","0","0","0","1937","1937","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Manager","City Manager","","","","210000","210000","","210000","0","52712","19340","282052","0","28424","0","20052","48476","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","City Manager","Executive Secretary","","","","42644","47996","","42280","0","2012","8587","52879","0","5629","0","2863","8492","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Code Enforcement","Accounting Technician","","","","38923","43808","","40336","0","1511","8468","50315","0","5436","0","2332","7768","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Code Enforcement","Code Enforce Officer II","","","","44237","49790","","48580","1085","0","10619","60284","0","6446","0","631","7077","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Code Enforcement","Code Enforce Officer II","","","","38470","43298","","41765","1651","0","0","43416","0","5509","0","10800","16309","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Code Enforcement","Code Enforce Supervisor","","","","51571","58043","","56104","0","0","7697","63801","0","7383","0","3103","10486","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Code Enforcement","Code Enforcement Officer","","","","44237","49790","","43115","0","0","0","43115","0","6386","0","10800","17186","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Code Enforcement","Prov Code Enforce Officer I","","","","38470","43298","","39316","2632","0","0","41948","0","3458","0","0","3458","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Code Enforcement","Provisional Admin Aide","","","","26328","29632","","5996","0","0","0","5996","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Engineering","Gis Coordinator","","","","48670","54779","","54100","0","0","5121","59221","0","7147","0","5679","12826","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Engineering","Public Works Coordinator","","","","58878","66268","","61755","0","","4860","66615","0","8197","0","5939","14136","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Engineering","Public Works Director","","","","72450","132300","","110080","0","0","14162","124242","0","14623","0","10800","25423","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Facility Maintenance","Maintenance Worker I","","","","23020","25909","","24147","7422","0","10800","42369","0","3202","0","0","3202","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Finance","Accountant","","","","43480","48937","","48937","0","1054","6782","56773","0","6713","0","4639","11352","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Finance","Accounting Technician","","","","38923","43808","","43807","163","3875","12650","60495","0","6922","0","5961","12883","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Finance","Assistant Finance Director","","","","57330","101850","","96685","0","0","0","96685","0","12760","0","10800","23560","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Finance","Business License Inspector","","","","36662","41263","","38173","201","0","5872","44246","0","5179","0","6228","11407","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Finance","Director Of Finance","","","","66150","126000","","6058","0","0","415","6473","0","836","0","0","836","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Finance","Prov Admin Assistant II","","","","26328","29632","","26612","0","0","0","26612","0","2386","0","0","2386","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Finance","Prov. Senior Management Analyst","","","","48510","79800","","43228","582","0","0","43810","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Human Resources","Deputy City Manager","","","","72450","132300","","110717","0","20817","8545","140079","0","14791","0","2256","17047","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Human Resources","Management Analyst","","","","57639","64873","","55664","116","2334","1240","59354","0","7464","0","10210","17674","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","IT","Admin Aid-Is Tech II","","","","40574","45666","","42559","0","375","0","42934","0","5649","0","10800","16449","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","IT","Info Systems Analyst","","","","50817","57195","","53417","0","0","0","53417","0","7908","0","10800","18708","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Parks & Recreation","Lead Maintenance Worker","","","","34607","38951","","18541","0","6927","630","26098","0","2533","0","9063","11596","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Parks & Recreation","Maintenance Worker III","","","","30162","33947","","33947","7180","1482","5591","48200","0","5194","0","10447","15641","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Parks & Recreation","Maintenance Worker III","","","","26328","29632","","25475","3980","292","10290","40037","0","3376","0","510","3886","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Parks & Recreation","Parks & Rec Commissioner","","","","0","1200","","100","0","0","0","100","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Parks & Recreation","Parks & Rec Commissioner","","","","0","1200","","100","0","0","0","100","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Parks & Recreation","Parks & Rec Commissioner","","","","0","1200","","100","0","0","0","100","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Parks & Recreation","Parks & Rec Commissioner","","","","0","1200","","100","0","0","0","100","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Parks & Recreation","Prov Groundskeeper","","","","23020","25909","","1148","0","0","0","1148","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Assistant Planner","","","","56900","64041","","40031","0","0","1353","41384","0","4173","0","3631","7804","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Director Of Dev. Services","","","","79695","145530","","145530","0","25202","8127","178859","0","18688","0","5643","24331","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Management Assistant","","","","40437","45512","","42599","1157","5128","4363","53247","0","5483","0","6437","11920","2% @ 60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Planning Commissioner","","","","0","1200","","1200","0","0","0","1200","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Planning Commissioner","","","","0","1200","","1200","0","0","0","1200","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Planning Commissioner","","","","0","1200","","100","0","0","0","100","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Planning Commissioner","","","","0","1200","","1200","0","0","0","1200","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Planning Commissioner","","","","0","1200","","1200","0","0","0","1200","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Prov Admin Assistant II","","","","26328","29632","","9132","0","0","0","9132","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Senior Management Analyst","","","","48510","79800","","78459","0","10728","8053","97240","0","10647","0","4047","14694","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Senior Planner","","","","57330","101850","","336","0","0","0","336","0","46","0","0","46","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Planning","Senior Planner","","","","57330","101850","","74398","0","0","10800","85198","0","9749","0","0","9749","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Public Works","Custodian II","","","","26328","27118","","27118","41","1264","0","28423","0","3683","0","10800","14483","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Public Works","Custodian II","","","","26328","27118","","27118","616","1083","5190","34007","0","3949","0","5563","9512","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Public Works","Provisional Groundskeeper","","","","23020","25909","","2988","0","0","0","2988","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Public Works","Provisional Groundskeeper","","","","23020","25909","","3950","0","0","0","3950","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Public Works","Pub Works Superintendent","","","","57330","101850","","79982","","13503","19449","112934","0","11900","0","948","12848","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Recreation","Recreation Coordinator","","","","36662","41263","","24481","0","5494","0","29975","0","3259","0","7685","10944","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Stadium","Provisional Groundskeeper","","","","23020","25909","","3088","0","0","0","3088","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Stadium","Stadium Groundskeeper","","","","42284","47591","","46241","13558","5936","8958","74693","0","6658","0","5916","12574","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Admin Assistant II","","","","26328","29632","","21209","375","0","4187","25771","0","3816","0","798","4614","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Assistant Pub Works Superintendent","","","","48500","79800","","65135","0","2713","16652","84500","0","9480","0","0","9480","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Lead Maintenance Worker","","","","34607","38951","","38951","241","1198","704","41094","0","5260","0","10800","16060","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Lead Maintenance Worker","","","","34607","38951","","32445","7149","0","9503","49097","0","4261","0","1297","5558","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker I","","","","23020","25909","","1958","0","1163","0","3121","0","259","0","415","674","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker I","","","","23020","25909","","17126","961","1493","8042","27622","0","2304","0","7580","9884","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker I","","","","23020","25909","","21130","172","1058","4861","27221","0","3010","0","3927","6937","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker I","","","","23020","25909","","2818","141","0","779","3738","0","242","0","654","896","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker I","","","","23020","25909","","9086","0","0","0","9086","0","421","0","0","421","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker I","","","","23020","25909","","2818","123","0","769","3710","0","361","0","477","838","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker I","","","","23020","25909","","10587","0","0","0","10587","0","2068","0","10800","12868","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker I","","","","23020","25909","","21024","472","0","4884","26380","0","2782","0","5917","8699","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker I","","","","23020","25909","","22740","529","0","5155","28424","0","3079","0","5645","8724","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker I","","","","23020","25909","","19323","278","413","3858","23872","0","2545","0","5281","7826","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker I","","","","23020","25909","","24577","0","0","5671","30248","0","3237","0","5129","8366","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker II","","","","26328","29632","","23334","1417","2863","6077","33691","0","3084","0","4723","7807","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker III","","","","30162","33947","","3955","6893","0","4883","15731","0","696","0","0","696","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker III","","","","26328","29632","","26743","358","854","10683","38638","0","3502","0","117","3619","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Maintenance Worker III","","","","26328","29632","","25577","0","0","0","25577","0","3411","0","10800","14211","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Mechanic","","","","44171","49715","","49434","12558","661","5932","68585","0","7307","0","10800","18107","2%@60","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Prov Maintenance Worker I","","","","23020","25909","","689","0","0","0","689","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Adelanto","Street","Prov Maintenance Worker I","","","","23020","25909","","7099","0","0","0","7099","0","0","0","0","0","0","http://www.ci.adelanto.ca.us/index.asp?SEC=B16FACA1-FC2F-429D-91A4-8C291547BDDE&Type=B_BASIC","31289","12/16/2013"
"2012","City","","Agoura Hills","Architectural Review Board","Board member","","","","100","2400","","600","","","","600","","","","","0","0","","20516","12/16/2013"
"2012","City","","Agoura Hills","Architectural Review Board","Board member","","","","100","2400","","600","","","","600","","","","","0","0","","20516","12/16/2013"
"2012","City","","Agoura Hills","Building & Safety","Building Official","","","","107604","131100","","135712","","","","135712","12415","9032","1820","17096","40363","2% @ 55","","20516","12/16/2013"
"2012","City","","Agoura Hills","Building & Safety","Building Permit Technician","","","","49404","60192","","62419","","","","62419","5701","4148","1820","11718","23387","2% @ 55","","20516","12/16/2013"
"2012","City","","Agoura Hills","Building & Safety","Senior Building Inspector","","","","60528","73740","","76120","","","","76120","6987","5083","1820","12351","26241","2% @ 55","","20516","12/16/2013"
"2012","City","","Agoura Hills","City Clerk","Administrative Secretary I","","","","47904","58368","","61422","","","","61422","5525","4020","1820","6429","17794","2% @ 55","","20516","12/16/2013"
"2012","City","","Agoura Hills","City Clerk","City Clerk","","","","93072","113412","","115748","","","","115748","10655","7751","2754","6112","27272","2% @ 55","","20516","12/16/2013"
"2012","City","","Agoura Hills","City Council","Councilmember","","","","3600","3600","","6200","","","","6200","","","","16442","16442","0","","20516","12/16/2013"
"2012","City","","Agoura Hills","City Council","Councilmember","","","","3600","3600","","3500","","","","3500","","","","13236","13236","0","","20516","12/16/2013"
"2012","City","","Agoura Hills","City Council","Councilmember","","","","3600","3600","","6000","","","","6000","","","","17884","17884","0","","20516","12/16/2013"
"2012","City","","Agoura Hills","City Council","Councilmember","","","","3600","3600","","6000","","","","6000","","","","16295","16295","0","","20516","12/16/2013"
"2012","City","","Agoura Hills","City Council","Mayor Pro Tem","","","","3600","3600","","6000","","","","6000","","","","18520","18520","0","","20516","12/16/2013"
"2012","City","","Agoura Hills","City Manager","Administrative Analyst","","","","67776","82584","","85056","","","","85056","7818","5688","1820","15636","30962","2% @ 55","","20516","12/16/2013"
"2012","City","","Agoura Hills","City Manager","Administrative Secretary II","","","","52968","64536","","57901","","","","57901","5305","3859","1820","8237","19221","2% @ 55","","20516","12/16/2013"
"2012","City","","Agoura Hills","City Manager","Assistant City Manager","","","","135732","165384","","177708","","","","177708","15373","11183","3984","18520","49060","2% @ 55","","20516","12/16/2013"
"2012","City","","Agoura Hills","City Manager","City Manager","","","","201360","201360","","225342","","","","225342","18880","13734","9810","18361","60785","2% @ 55","","20516","12/16/2013"
