"Year","Entity Type","Entity Group","Entity Name","Department / Subdivision","Position","Elected Official","Judicial","Other Positions","Min Classification Salary","Max Classification Salary","Reported Base Wage","Regular Pay","Overtime Pay","Lump-Sum Pay","Other Pay","Total Wages","Defined Benefit Plan","Employees Retirement Cost Covered","Deferred Compensation Plan","Health Dental Vision","Total Retirement and Health Cost","Pension Formula","Entity URL","Entity Population","Last Updated"
"2012","City","","Aliso Viejo","City Council","City Council","","","","0","520","","6240","0","0","15160","21400","606","437","0","2233","3276","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","City Council","City Council","","","","0","520","","6240","0","0","17000","23240","606","437","0","0","1043","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","City Manager","City Manager","","","","0","180412","","180412","0","7500","17547","205459","17529","12629","0","22304","52462","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","City Manager","Director of Administrative Services","","","","111408","167112","","124483","0","0","21972","146455","12095","8714","0","1449","22258","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","City Manager","Office Assistant","","","","33240","46536","","38353","104","0","2323","40780","3726","2685","0","17321","23732","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","City Manager","Secretary to the City manager","","","","53520","74940","","65028","114","0","9094","74236","6318","4552","0","8546","19416","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","Community Services","Community Outreach Specialist","","","","0","0","","5854","0","0","0","5854","0","0","0","0","0","N/A","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","Community Services","Community Services Coordinator","","","","48660","68112","","52688","5160","0","7990","65838","5119","3688","0","10769","19576","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","Community Services","Community Svcs Coordinator(.625FT)","","","","30413","42570","","29026","4518","0","4526","38070","2820","2032","0","6771","11623","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","Community Services","Director of Community Services","","","","99036","148548","","133471","0","0","1847","135318","12968","9343","0","17393","39704","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","Financial Services","Accountant","","","","58884","82440","","61469","0","0","10800","72269","5972","4303","0","7099","17374","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","Financial Services","Accountant","","","","58884","82440","","60560","0","0","12701","73261","5884","4239","0","7099","17222","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","Financial Services","Director of Financial Services/City Treasurer","","","","111408","167112","","134542","0","0","21418","155960","13072","9418","0","700","23190","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","Planning","Administrative Secretary","","","","44232","61932","","56699","0","0","10716","67415","5509","3969","0","7721","17199","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","Planning","Associate Planner","","","","58884","82440","","72935","0","0","11620","84555","7086","5106","0","7099","19291","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","Planning","Director of Planning Services","","","","111408","167112","","113765","0","0","10518","124283","11053","7964","0","7380","26397","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Aliso Viejo","Planning","Senior Planner(.75FT)","","","","55890","78246","","64056","0","0","6091","70147","6224","4484","0","5458","16166","2.0% @ 55","www.cityofalisoviejo.com","49477","12/16/2013"
"2012","City","","Alturas","Finance","Administrative Clerk I","","","","25547","38643","","1941","0","0","0","1941","394","155","0","0","549","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Finance","Administrative Clerk I","","","","25547","38643","","9719","0","0","0","9719","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Finance","Administrative Clerk II","","","","26841","40599","","39006","0","0","3600","42606","7914","3120","","9333","20367","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Finance","Treasurer","","","","39845","60269","","51999","0","0","7000","58999","10550","4160","0","0","14710","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Fire","Fire Marshal","","","","34506","52193","","51119","0","0","3600","54719","15512","46001","0","10185","71698","3% @ 55","","2754","12/16/2013"
"2012","City","","Alturas","General Government","City Clerk","","","","42909","64904","","62576","0","0","4211","66787","12695","5006","0","7727","25428","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Governing Body","Council Member","","","","3600","3600","","3600","0","0","3000","6600","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Governing Body","Council Member","","","","3600","3600","","2100","0","0","1750","3850","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Governing Body","Council Member","","","","3600","3600","","3600","0","0","3000","6600","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Governing Body","Council Member","","","","3600","3600","","3600","0","0","3000","6600","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Governing Body","Council Member","","","","3600","3600","","1800","0","0","1500","3300","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Governing Body","Mayor","","","","3600","3600","","3600","0","0","3000","6600","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Police","Animal Control","","","","12645","19321","","15090","0","0","0","15090","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Police","Chief","","","","62717","94864","","93483","0","10246","3600","107329","28367","8413","0","11511","48291","3% @ 55","","2754","12/16/2013"
"2012","City","","Alturas","Police","Dispatch","","","","29186","44147","","24973","0","0","2700","27673","5067","1998","0","6609","13674","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Police","Dispatch","","","","29186","44147","","5358","0","0","0","5358","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Police","Lieutenant","","","","43093","65182","","61441","15756","0","3600","80797","18709","5530","0","11511","35750","3% @ 55","","2754","12/16/2013"
"2012","City","","Alturas","Police","Patrolman","","","","35369","53498","","3042","0","0","0","3042","923","274","0","866","2063","3% @ 55","","2754","12/16/2013"
"2012","City","","Alturas","Police","Patrolman","","","","35369","53498","","38648","15218","0","3600","57466","11728","3478","0","5574","20780","3% @ 55","","2754","12/16/2013"
"2012","City","","Alturas","Police","Patrolman","","","","35369","53498","","36429","6716","0","3600","46745","11054","3279","0","6741","21074","3% @ 55","","2754","12/16/2013"
"2012","City","","Alturas","Police","Patrolman","","","","35369","53498","","40072","4276","0","3600","47948","12160","3606","0","5535","21301","3% @ 55","","2754","12/16/2013"
"2012","City","","Alturas","Police","Sergeant","","","","40016","60528","","51957","19413","","3602","74972","15766","4676","0","10875","31317","3% @ 55","","2754","12/16/2013"
"2012","City","","Alturas","Pool","Lifeguard","","","","0","4160","","968","0","0","0","968","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Pool","Lifeguard","","","","0","4160","","1258","0","0","0","1258","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Pool","Lifeguard","","","","0","4160","","1268","0","0","0","1268","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Pool","Lifeguard","","","","0","4160","","922","0","0","0","922","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Pool","Lifeguard","","","","0","4160","","1514","0","0","0","1514","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Pool","Lifeguard","","","","0","4160","","2487","0","0","0","2487","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Pool","Lifeguard","","","","0","4160","","1806","0","0","0","1806","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Pool","Lifeguard","","","","0","4160","","1418","0","0","0","1418","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Pool","Lifeguard","","","","0","4160","","1568","0","0","0","1568","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Pool","Lifeguard","","","","0","4160","","1732","0","0","0","1732","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Pool","Manager","","","","0","4160","","5777","1617","0","0","7394","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Airport Manager","","","","0","40995","","22673","0","0","1800","24473","4600","1814","0","2680","9094","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Assistant Director","","","","36449","55133","","48192","0","0","3599","51791","9777","3855","0","4941","18573","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Building Inspector","","","","0","40995","","30140","0","0","4293","34433","6115","2411","0","7077","15603","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Director","","","","47825","72339","","64740","0","0","10008","74748","13134","5179","0","8169","26482","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Maintenance Worker I","","","","27102","40995","","17345","0","0","1500","18845","3519","1388","0","1245","6152","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Maintenance Worker I","","","","27102","40995","","4263","0","0","600","4863","865","341","0","0","1206","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Maintenance Worker II","","","","29916","45250","","16228","0","0","900","17128","3292","1298","0","2021","6611","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Maintenance Worker II","","","","29916","45250","","35721","3410","0","3300","42431","7247","2858","0","10025","20130","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Maintenance Worker II","","","","29916","45250","","34000","6803","","3600","44403","6898","2720","0","12000","21618","3% @ 60","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Street Engineer","","","","0","52476","","2808","0","0","0","2808","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Street Engineer","","","","0","52476","","1502","0","0","0","1502","","","","","0","","","2754","12/16/2013"
"2012","City","","Alturas","Public Works","Wastewater Class II","","","","31430","47541","","42239","6605","0","3342","52186","8569","3379","0","10939","22887","3% @ 60","","2754","12/16/2013"
"2012","City","","Amador","City Council","Mayor","","","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","182","12/16/2013"
"2012","City","","Amador","City Council","Member","","","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","182","12/16/2013"
"2012","City","","Amador","City Council","Member","","","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","182","12/16/2013"
"2012","City","","Amador","City Council","Member","","","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","182","12/16/2013"
"2012","City","","Amador","City Council","Vice Mayor","","","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","182","12/16/2013"
"2012","City","","Amador","Part Time Employee","City Clerk","","","","9000","12000","","10380","0","0","0","10380","0","0","0","0","0","0","","182","12/16/2013"
"2012","City","","Amador","Part Time Employee","City Maintenance","","","","8000","9000","","8400","0","0","0","8400","0","0","0","0","0","0","","182","12/16/2013"
"2012","City","","Amador","Part Time Employee","Museum Staff","","","","1800","2000","","1915","0","0","0","1915","0","0","0","0","0","0","","182","12/16/2013"
"2012","City","","Amador","Part Time Employee","Sewer Maintenance","","","","7000","8500","","7800","0","0","0","7800","0","0","0","0","0","0","","182","12/16/2013"
"2012","City","","Amador","Part Time Employee","Treasurer","","","","2800","3200","","3000","0","0","0","3000","0","0","0","0","0","0","","182","12/16/2013"
"2012","City","","American Canyon","Administration","City Clerk","","","","79691","99613","","93192","","","4730","97922","12964","","1883","18069","32916","2% @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Administration","City Manager","","","","179742","179742","","157101","","","4651","161752","21857","","14158","6387","42402","2% @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Administration","Deputy City Clerk","","","","49989","60763","","57248","131","","6446","63825","8298","","","18069","26367","2% @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Administration","Human Resources Assistant","","","","52990","64410","","60698","","","7813","68511","9046","","1301","6944","17291","2% @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Administration","Management Aide","","","","145600","145600","","54985","","","","54985","","","654","","654","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Administration","Management Analyst","","","","70516","85713","","80767","","","11801","92568","11593","","1686","686","13965","2% @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","City Council","Council Member","","","","","","","6426","","","2045","8471","526","","","471","997","2% @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","City Council","Council Member","","","","","","","6426","","","2045","8471","","","124","545","669","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","City Council","Council Member","","","","","","","6426","","","780","7206","","","117","7734","7851","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","City Council","Council Member","","","","","","","543","","","65","608","","","20","","20","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","City Council","Council Member","","","","","","","5069","","","1230","6299","424","","","13198","13622","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","City Council","Mayor","","","","","","","6426","","","2045","8471","","","","751","751","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Community Development","Administrative Assistant","","","","49989","60763","","47812","","","3096","50908","6658","","","18069","24727","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Community Development","Administrative Clerk II","","","","39516","41492","","45254","","","3096","48350","6295","","","18069","24364","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Community Development","Building Inspector II","","","","65705","79866","","37630","","","4296","41926","5402","","","6944","12346","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Community Development","Civil Engineer II","","","","74718","90821","","84053","","","4296","88349","11858","","","6944","18802","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Community Development","Code Enforcement Officer","","","","51846","63020","","59384","","","3696","63080","8345","","","13830","22175","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Community Development","Community Dev. Director","","","","109050","142459","","134232","","2740","4730","141702","18673","","2704","18069","39446","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Community Development","Permit Technician","","","","48167","58547","","55171","","","3096","58267","7675","","","18069","25744","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Finance","Accounting Assistant II","","","","43796","53235","","50153","","","3096","53249","6977","","","18069","25046","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Finance","Accounting Assistant II","","","","43796","53235","","50153","","","8496","58649","7060","","","686","7746","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Finance","Accounting Assistant III","","","","48167","58547","","48128","190","","4232","52550","6868","","","18069","24937","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Finance","Accounting Technician","","","","52990","64410","","60698","","","9696","70394","8694","","","686","9380","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Finance","Accounting Technician","","","","52990","64410","","60698","","","7363","68061","8984","","1292","13718","23994","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Finance","Finance Director","","","","96467","133557","","125844","","","4730","130574","17506","","2536","17735","37777","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Finance","Finance Manager","","","","73767","89665","","84490","","","10970","95460","12128","","1744","686","14558","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Finance","Finance Manager","","","","73767","89665","","84490","","","6170","90660","12128","","1744","6944","20816","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Administrative Assistant","","","","49989","60763","","57248","1749","","3096","62093","7964","","","18069","26033","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Administrative Clerk II","","","","39516","48032","","45254","173","","3096","48523","6295","","","6944","13239","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Aquatics Supervisor","","","","52877","64272","","60560","2356","","3096","66012","8425","","","17834","26259","2 % @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Bus Driver","","","","38626","46925","","1986","","","","1986","","","51","","51","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","5464","","","","5464","","","116","","116","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","1433","","","","1433","","","35","","35","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","2263","","","","2263","","","55","","55","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","2572","","","","2572","","","72","","72","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","21902","","4134","","","","4134","","","122","","122","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","1920","","","","1920","","","122","","122","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","4951","","","","4951","","","42","","42","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","2005","","","","2005","","","35","","35","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","796","","","","796","","","","","0","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","3892","","","","3892","","","103","","103","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","3681","","","","3681","","","66","","66","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","2567","","","","2567","","","48","","48","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","4031","","","","4031","","","114","","114","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard","","","","21445","23629","","2129","","","","2129","","","43","","43","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","43","","","","43","","","","","0","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","3352","","","","3352","","","57","","57","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","7966","","","","7966","","","97","","97","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","3381","","","","3381","","","62","","62","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","1859","","","","1859","","","61","","61","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","4665","","","","4665","","","94","","94","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","4762","","","","4762","","","83","","83","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","575","","","","575","","","5","","5","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","3301","","","","3301","","","100","","100","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","2906","","","","2906","","","73","","73","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","3063","5","","","3068","","","90","","90","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Lifeguard Wsi","","","","25480","28101","","3366","","","","3366","","","97","","97","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Office Assistant","","","","20093","24315","","9153","","","","9153","","","207","","207","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Office Assistant","","","","20093","24315","","3123","","","","3123","","","9","","9","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Parks & Recreation Director","","","","96467","130000","","13094","","","315","13409","1833","","262","1449","3544","2% @ 55","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","2607","","","","2607","","","73","","73","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","7346","","","","7346","","","217","","217","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","2692","","","","2692","","","","","0","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","12491","","","","12491","","","191","","191","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","8794","","","","8794","","","165","","165","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","3389","","","","3389","","","37","","37","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","679","","","","679","","","7","","7","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","1047","","","","1047","","","35","","35","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","2903","","","","2903","","","96","","96","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","3200","","","","3200","","","89","","89","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","3026","","","","3026","","","50","","50","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Program Coordinator","","","","23837","29432","","336","","","","336","","","","","0","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1596","","","","1596","","","44","","44","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1277","","","","1277","","","34","","34","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","4019","","","","4019","","","108","","108","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1616","","","","1616","","","47","","47","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1558","","","","1558","","","42","","42","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1323","","","","1323","","","33","","33","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1238","","","","1238","","","36","","36","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1309","","","","1309","","","37","","37","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","7490","55","","","7545","","","135","","135","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","5642","10","","","5652","","","114","","114","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1690","","","","1690","","","43","","43","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","890","","","","890","","","14","","14","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","126","","","","126","","","2","","2","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1792","","","","1792","","","47","","47","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","729","","","","729","","","10","","10","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1349","","","","1349","","","34","","34","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","3730","","","","3730","","","112","","112","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1515","","","","1515","","","41","","41","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1851","","","","1851","","","51","","51","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","1562","","","","1562","","","59","","59","","http://www.cityofamericancanyon.com","19862","12/16/2013"
"2012","City","","American Canyon","Parks & Recreation","Recreation Leader","","","","18096","21902","","2388","","","","2388","","","100","","100","","http://www.cityofamericancanyon.com","19862","12/16/2013"
